
// punkty
points_count 654
1.973283 1.129771 -1
1.473283 0.6297711 -1
1.973283 0.129771 0
1.973283 -0.3702288 -0.5
1.973283 -0.3702288 0.5
1.973283 0.129771 0
1.973283 0.6297711 -0.5
1.973283 1.129771 -1
1.973283 0.129771 -1
1.973283 0.6297711 -0.5
1.973283 1.129771 0
1.973283 1.629771 0.5
1.973283 1.629771 -0.5
1.973283 1.129771 0
1.973283 0.6297711 0.5
1.973283 0.129771 1
1.973283 1.129771 1
1.973283 0.6297711 0.5
0.9732826 0.129771 1
1.473283 -0.3702288 1
0.4732825 -0.3702288 1
0.9732826 0.129771 1
1.473283 0.6297711 1
1.973283 1.129771 1
1.973283 0.129771 1
1.473283 0.6297711 1
0.9732826 1.129771 1
0.4732825 1.629771 1
1.473283 1.629771 1
0.9732826 1.129771 1
0.4732825 0.6297711 1
-0.02671728 0.129771 1
-0.02671728 1.129771 1
0.4732825 0.6297711 1
-0.02671728 0.129771 0
-0.02671728 -0.3702288 0.5
-0.02671728 -0.3702288 -0.5
-0.02671728 0.129771 0
-0.02671728 0.6297711 0.5
-0.02671728 1.129771 1
-0.02671728 0.129771 1
-0.02671728 0.6297711 0.5
-0.02671728 1.129771 0
-0.02671728 1.629771 -0.5
-0.02671728 1.629771 0.5
-0.02671728 1.129771 0
-0.02671728 0.6297711 -0.5
-0.02671728 0.129771 -1
-0.02671728 1.129771 -1
-0.02671728 0.6297711 -0.5
0.9732826 -0.3702288 -0.5
1.473283 -0.3702288 -1
0.4732825 -0.3702288 -1
0.9732826 -0.3702288 -0.5
1.473283 -0.3702288 0
1.973283 -0.3702288 0.5
1.973283 -0.3702288 -0.5
1.473283 -0.3702288 0
0.9732826 -0.3702288 0.5
0.4732825 -0.3702288 1
1.473283 -0.3702288 1
0.9732826 -0.3702288 0.5
0.4732825 -0.3702288 0
-0.02671728 -0.3702288 -0.5
-0.02671728 -0.3702288 0.5
0.4732825 -0.3702288 0
0.7232825 1.629771 -0.75
0.7232825 1.629771 -0.25
0.2232827 1.629771 -0.75
0.7232825 1.629771 -0.75
1.223283 1.629771 -0.75
1.723283 1.629771 -0.75
1.223283 1.629771 -0.25
1.223283 1.629771 -0.75
0.2232827 1.629771 0.25
0.7232825 1.629771 0.25
0.2232827 1.629771 0.75
0.2232827 1.629771 0.25
0.2232827 1.629771 -0.25
0.2232827 1.629771 -0.75
0.7232825 1.629771 -0.25
0.2232827 1.629771 -0.25
1.223283 1.629771 0.75
1.223283 1.629771 0.25
1.723283 1.629771 0.75
1.223283 1.629771 0.75
0.7232825 1.629771 0.75
0.2232827 1.629771 0.75
0.7232825 1.629771 0.25
0.7232825 1.629771 0.75
1.723283 1.629771 -0.25
1.223283 1.629771 -0.25
1.723283 1.629771 -0.75
1.723283 1.629771 -0.25
1.723283 1.629771 0.25
1.723283 1.629771 0.75
1.223283 1.629771 0.25
1.723283 1.629771 0.25
0.7232825 -0.1202288 -1
0.7232825 0.3797711 -1
0.2232827 -0.1202288 -1
0.7232825 -0.1202288 -1
1.223283 -0.1202288 -1
1.723283 -0.1202288 -1
1.223283 0.3797711 -1
1.223283 -0.1202288 -1
0.2232827 0.8797712 -1
0.7232825 0.8797712 -1
0.2232827 1.379771 -1
0.2232827 0.8797712 -1
0.2232827 0.3797711 -1
0.2232827 -0.1202288 -1
0.7232825 0.3797711 -1
0.2232827 0.3797711 -1
1.223283 1.379771 -1
1.223283 0.8797712 -1
1.723283 1.379771 -1
1.223283 1.379771 -1
0.7232825 1.379771 -1
0.2232827 1.379771 -1
0.7232825 0.8797712 -1
0.7232825 1.379771 -1
1.723283 0.3797711 -1
1.223283 0.3797711 -1
1.723283 -0.1202288 -1
1.723283 0.3797711 -1
1.723283 0.8797712 -1
1.723283 1.379771 -1
1.223283 0.8797712 -1
1.723283 0.8797712 -1
1.973283 -0.1202288 -0.25
1.973283 0.3797711 -0.25
1.973283 -0.1202288 -0.75
1.973283 -0.1202288 -0.25
1.973283 -0.1202288 0.25
1.973283 -0.1202288 0.75
1.973283 0.3797711 0.25
1.973283 -0.1202288 0.25
1.973283 0.8797712 -0.75
1.973283 0.8797712 -0.25
1.973283 1.379771 -0.75
1.973283 0.8797712 -0.75
1.973283 0.3797711 -0.75
1.973283 -0.1202288 -0.75
1.973283 0.3797711 -0.25
1.973283 0.3797711 -0.75
1.973283 1.379771 0.25
1.973283 0.8797712 0.25
1.973283 1.379771 0.75
1.973283 1.379771 0.25
1.973283 1.379771 -0.25
1.973283 1.379771 -0.75
1.973283 0.8797712 -0.25
1.973283 1.379771 -0.25
1.973283 0.3797711 0.75
1.973283 0.3797711 0.25
1.973283 -0.1202288 0.75
1.973283 0.3797711 0.75
1.973283 0.8797712 0.75
1.973283 1.379771 0.75
1.973283 0.8797712 0.25
1.973283 0.8797712 0.75
1.223283 -0.1202288 1
1.223283 0.3797711 1
1.723283 -0.1202288 1
1.223283 -0.1202288 1
0.7232825 -0.1202288 1
0.2232827 -0.1202288 1
0.7232825 0.3797711 1
0.7232825 -0.1202288 1
1.723283 0.8797712 1
1.223283 0.8797712 1
1.723283 1.379771 1
1.723283 0.8797712 1
1.723283 0.3797711 1
1.723283 -0.1202288 1
1.223283 0.3797711 1
1.723283 0.3797711 1
0.7232825 1.379771 1
0.7232825 0.8797712 1
0.2232827 1.379771 1
0.7232825 1.379771 1
1.223283 1.379771 1
1.723283 1.379771 1
1.223283 0.8797712 1
1.223283 1.379771 1
0.2232827 0.3797711 1
0.7232825 0.3797711 1
0.2232827 -0.1202288 1
0.2232827 0.3797711 1
0.2232827 0.8797712 1
0.2232827 1.379771 1
0.7232825 0.8797712 1
0.2232827 0.8797712 1
-0.02671728 -0.1202288 0.25
-0.02671728 0.3797711 0.25
-0.02671728 -0.1202288 0.75
-0.02671728 -0.1202288 0.25
-0.02671728 -0.1202288 -0.25
-0.02671728 -0.1202288 -0.75
-0.02671728 0.3797711 -0.25
-0.02671728 -0.1202288 -0.25
-0.02671728 0.8797712 0.75
-0.02671728 0.8797712 0.25
-0.02671728 1.379771 0.75
-0.02671728 0.8797712 0.75
-0.02671728 0.3797711 0.75
-0.02671728 -0.1202288 0.75
-0.02671728 0.3797711 0.25
-0.02671728 0.3797711 0.75
-0.02671728 1.379771 -0.25
-0.02671728 0.8797712 -0.25
-0.02671728 1.379771 -0.75
-0.02671728 1.379771 -0.25
-0.02671728 1.379771 0.25
-0.02671728 1.379771 0.75
-0.02671728 0.8797712 0.25
-0.02671728 1.379771 0.25
-0.02671728 0.3797711 -0.75
-0.02671728 0.3797711 -0.25
-0.02671728 -0.1202288 -0.75
-0.02671728 0.3797711 -0.75
-0.02671728 0.8797712 -0.75
-0.02671728 1.379771 -0.75
-0.02671728 0.8797712 -0.25
-0.02671728 0.8797712 -0.75
1.223283 -0.3702288 -0.75
1.223283 -0.3702288 -0.25
1.723283 -0.3702288 -0.75
1.223283 -0.3702288 -0.75
0.7232825 -0.3702288 -0.75
0.2232827 -0.3702288 -0.75
0.7232825 -0.3702288 -0.25
0.7232825 -0.3702288 -0.75
1.723283 -0.3702288 0.25
1.223283 -0.3702288 0.25
1.723283 -0.3702288 0.75
1.723283 -0.3702288 0.25
1.723283 -0.3702288 -0.25
1.723283 -0.3702288 -0.75
1.223283 -0.3702288 -0.25
1.723283 -0.3702288 -0.25
0.7232825 -0.3702288 0.75
0.7232825 -0.3702288 0.25
0.2232827 -0.3702288 0.75
0.7232825 -0.3702288 0.75
1.223283 -0.3702288 0.75
1.723283 -0.3702288 0.75
1.223283 -0.3702288 0.25
1.223283 -0.3702288 0.75
0.2232827 -0.3702288 -0.25
0.7232825 -0.3702288 -0.25
0.2232827 -0.3702288 -0.75
0.2232827 -0.3702288 -0.25
0.2232827 -0.3702288 0.25
0.2232827 -0.3702288 0.75
0.7232825 -0.3702288 0.25
0.2232827 -0.3702288 0.25
0.7260511 -0.7118837 -4.381967E-08
0.7427463 -0.7118837 0.08931027
0.7905772 -0.7118837 0.1665586
0.8630821 -0.7118837 0.2213124
0.9504714 -0.7118837 0.2461768
1.04094 -0.7118837 0.2377935
1.122273 -0.7118837 0.1972948
1.183483 -0.7118837 0.1301505
1.216305 -0.7118837 0.04542869
1.216305 -0.7118837 -0.04542863
1.183483 -0.7118837 -0.1301506
1.122273 -0.7118837 -0.1972948
1.04094 -0.7118837 -0.2377936
0.9504714 -0.7118837 -0.2461768
0.8630821 -0.7118837 -0.2213124
0.7905772 -0.7118837 -0.1665587
0.7427463 -0.7118837 -0.08931028
0.4872392 -0.6439365 -8.557485E-08
0.5200603 -0.6439365 0.1755791
0.6140921 -0.6439365 0.3274452
0.756635 -0.6439365 0.4350884
0.928436 -0.6439365 0.4839697
1.106295 -0.6439365 0.4674887
1.266189 -0.6439365 0.3878712
1.386525 -0.6439365 0.2558688
1.451051 -0.6439365 0.08931032
1.451051 -0.6439365 -0.08931026
1.386525 -0.6439365 -0.2558688
1.266189 -0.6439365 -0.3878708
1.106295 -0.6439365 -0.4674886
0.928436 -0.6439365 -0.4839697
0.756635 -0.6439365 -0.4350884
0.6140925 -0.6439365 -0.3274455
0.5200603 -0.6439365 -0.1755791
0.2649794 -0.5332626 -1.244363E-07
0.3128094 -0.5332626 0.255869
0.4498387 -0.5332626 0.4771813
0.6575643 -0.5332626 0.6340476
0.9079281 -0.5332626 0.7052826
1.16712 -0.5332626 0.681265
1.400131 -0.5332626 0.5652388
1.575496 -0.5332626 0.3728741
1.669526 -0.5332626 0.1301507
1.669526 -0.5332626 -0.1301506
1.575496 -0.5332626 -0.372874
1.400131 -0.5332626 -0.5652386
1.16712 -0.5332626 -0.681265
0.9079281 -0.5332626 -0.7052826
0.6575649 -0.5332626 -0.6340476
0.4498391 -0.5332626 -0.4771816
0.3128094 -0.5332626 -0.2558689
0.06683826 -0.3836347 -1.5908E-07
0.1280488 -0.3836347 0.3274455
0.303413 -0.3836347 0.6106673
0.5692453 -0.3836347 0.8114148
0.8896461 -0.3836347 0.9025773
1.221343 -0.3836347 0.8718405
1.519537 -0.3836347 0.7233582
1.743957 -0.3836347 0.4771813
1.864292 -0.3836347 0.1665588
1.864292 -0.3836347 -0.1665587
1.743957 -0.3836347 -0.4771813
1.519538 -0.3836347 -0.723358
1.221343 -0.3836347 -0.8718405
0.8896464 -0.3836347 -0.9025773
0.5692453 -0.3836347 -0.8114148
0.303413 -0.3836347 -0.6106676
0.1280488 -0.3836347 -0.3274455
-0.1004315 -0.2001454 -1.883268E-07
-0.02792865 -0.2001454 0.3878712
0.1797964 -0.2001454 0.723358
0.4946866 -0.2001454 0.9611515
0.8742125 -0.2001454 1.069137
1.267118 -0.2001454 1.032728
1.620341 -0.2001454 0.856844
1.886175 -0.2001454 0.5652386
2.028717 -0.2001454 0.1972949
2.028717 -0.2001454 -0.1972948
1.886175 -0.2001454 -0.5652386
1.620341 -0.2001454 -0.8568439
1.267118 -0.2001454 -1.032728
0.8742127 -0.2001454 -1.069137
0.4946866 -0.2001454 -0.9611515
0.1797964 -0.2001454 -0.7233581
-0.02792865 -0.2001454 -0.3878711
-0.2311413 0.01095539 -2.111805E-07
-0.1498083 0.01095539 0.4350885
0.08320248 0.01095539 0.8114148
0.436426 0.01095539 1.078157
0.8621519 0.01095539 1.199286
1.302889 0.01095539 1.158446
1.699111 0.01095539 0.9611516
1.997306 0.01095539 0.6340474
2.1572 0.01095539 0.2213127
2.1572 0.01095539 -0.2213124
1.997306 0.01095539 -0.6340474
1.699111 0.01095539 -0.9611515
1.302889 0.01095539 -1.158446
0.8621528 0.01095539 -1.199286
0.436426 0.01095539 -1.078157
0.08320248 0.01095539 -0.8114149
-0.1498083 0.01095539 -0.4350885
-0.3208326 0.2424789 -2.268629E-07
-0.2334428 0.2424789 0.4674888
0.01691818 0.2424789 0.8718404
0.3964437 0.2424789 1.158446
0.8538761 0.2424789 1.288597
1.327436 0.2424789 1.244714
1.753162 0.2424789 1.032729
2.073564 0.2424789 0.6812647
2.245365 0.2424789 0.2377938
2.245365 0.2424789 -0.2377936
2.073564 0.2424789 -0.681265
1.753163 0.2424789 -1.032728
1.327436 0.2424789 -1.244714
0.8538765 0.2424789 -1.288597
0.3964437 0.2424789 -1.158446
0.01691818 0.2424789 -0.8718408
-0.2334428 0.2424789 -0.4674887
-0.3664569 0.4865418 -2.348401E-07
-0.2759902 0.4865418 0.4839703
-0.0167985 0.4865418 0.9025773
0.3761078 0.4865418 1.199286
0.8496665 0.4865418 1.334025
1.33992 0.4865418 1.288597
1.780657 0.4865418 1.069137
2.112354 0.4865418 0.7052826
2.290213 0.4865418 0.2461771
2.290213 0.4865418 -0.2461768
2.112354 0.4865418 -0.7052826
1.780657 0.4865418 -1.069137
1.33992 0.4865418 -1.288597
0.8496671 0.4865418 -1.334025
0.3761078 0.4865418 -1.199286
-0.01679802 0.4865418 -0.9025776
-0.2759902 0.4865418 -0.4839702
-0.3664569 0.7348321 -2.348401E-07
-0.2759902 0.7348321 0.4839703
-0.0167985 0.7348321 0.9025773
0.3761078 0.7348321 1.199286
0.8496665 0.7348321 1.334025
1.33992 0.7348321 1.288597
1.780657 0.7348321 1.069137
2.112354 0.7348321 0.7052826
2.290213 0.7348321 0.2461771
2.290213 0.7348321 -0.2461768
2.112354 0.7348321 -0.7052826
1.780657 0.7348321 -1.069137
1.33992 0.7348321 -1.288597
0.8496671 0.7348321 -1.334025
0.3761078 0.7348321 -1.199286
-0.01679802 0.7348321 -0.9025776
-0.2759902 0.7348321 -0.4839702
-0.3208326 0.9788951 -2.268629E-07
-0.2334428 0.9788951 0.4674888
0.01691818 0.9788951 0.8718404
0.3964437 0.9788951 1.158446
0.8538761 0.9788951 1.288597
1.327436 0.9788951 1.244714
1.753162 0.9788951 1.032729
2.073564 0.9788951 0.6812647
2.245365 0.9788951 0.2377938
2.245365 0.9788951 -0.2377936
2.073564 0.9788951 -0.6812647
1.753163 0.9788951 -1.032728
1.327436 0.9788951 -1.244714
0.8538765 0.9788951 -1.288597
0.3964437 0.9788951 -1.158446
0.01691818 0.9788951 -0.8718408
-0.2334428 0.9788951 -0.4674887
-0.2311413 1.210419 -2.111806E-07
-0.1498086 1.210419 0.4350886
0.08320177 1.210419 0.8114148
0.436426 1.210419 1.078157
0.8621519 1.210419 1.199286
1.302889 1.210419 1.158446
1.699111 1.210419 0.9611516
1.997306 1.210419 0.6340474
2.1572 1.210419 0.2213127
2.1572 1.210419 -0.2213124
1.997306 1.210419 -0.6340476
1.699111 1.210419 -0.9611515
1.302889 1.210419 -1.158446
0.8621528 1.210419 -1.199286
0.436426 1.210419 -1.078157
0.08320248 1.210419 -0.8114149
-0.1498086 1.210419 -0.4350885
-0.1004315 1.421521 -1.883268E-07
-0.02792865 1.421521 0.3878712
0.1797964 1.421521 0.723358
0.4946866 1.421521 0.9611515
0.8742125 1.421521 1.069137
1.267118 1.421521 1.032728
1.620341 1.421521 0.856844
1.886175 1.421521 0.5652386
2.028717 1.421521 0.1972949
2.028717 1.421521 -0.1972948
1.886175 1.421521 -0.5652386
1.620341 1.421521 -0.8568439
1.267119 1.421521 -1.032728
0.8742127 1.421521 -1.069137
0.4946866 1.421521 -0.9611515
0.1797964 1.421521 -0.7233581
-0.02792865 1.421521 -0.3878711
0.06683826 1.605009 -1.5908E-07
0.1280488 1.605009 0.3274455
0.303413 1.605009 0.6106675
0.5692453 1.605009 0.8114149
0.8896461 1.605009 0.9025775
1.221343 1.605009 0.8718408
1.519537 1.605009 0.7233585
1.743957 1.605009 0.4771813
1.864292 1.605009 0.1665588
1.864292 1.605009 -0.1665587
1.743957 1.605009 -0.4771816
1.519538 1.605009 -0.7233581
1.221343 1.605009 -0.8718408
0.8896464 1.605009 -0.9025776
0.5692453 1.605009 -0.8114149
0.303413 1.605009 -0.6106676
0.1280488 1.605009 -0.3274455
0.2649794 1.754637 -1.244363E-07
0.3128094 1.754637 0.255869
0.4498387 1.754637 0.4771813
0.6575643 1.754637 0.6340476
0.9079281 1.754637 0.7052826
1.16712 1.754637 0.681265
1.400131 1.754637 0.5652388
1.575496 1.754637 0.3728741
1.669526 1.754637 0.1301507
1.669527 1.754637 -0.1301506
1.575496 1.754637 -0.372874
1.400131 1.754637 -0.5652386
1.16712 1.754637 -0.681265
0.9079281 1.754637 -0.7052826
0.6575643 1.754637 -0.6340476
0.4498387 1.754637 -0.4771816
0.3128094 1.754637 -0.2558689
0.487238 1.865311 -8.557486E-08
0.5200603 1.865311 0.1755791
0.6140921 1.865311 0.3274455
0.7566347 1.865311 0.4350885
0.928436 1.865311 0.48397
1.106295 1.865311 0.4674888
1.266189 1.865311 0.3878713
1.386525 1.865311 0.2558689
1.451051 1.865311 0.08931032
1.451051 1.865311 -0.08931028
1.386525 1.865311 -0.2558689
1.266189 1.865311 -0.3878711
1.106295 1.865311 -0.4674887
0.928436 1.865311 -0.4839702
0.7566347 1.865311 -0.4350885
0.6140921 1.865311 -0.3274455
0.5200603 1.865311 -0.1755791
0.7260511 1.933259 -4.381965E-08
0.7427463 1.933259 0.08931027
0.7905772 1.933259 0.1665586
0.8630821 1.933259 0.2213124
0.9504714 1.933259 0.2461768
1.04094 1.933259 0.2377935
1.122273 1.933259 0.1972948
1.183483 1.933259 0.1301505
1.216305 1.933259 0.04542866
1.216305 1.933259 -0.04542863
1.183483 1.933259 -0.1301505
1.122273 1.933259 -0.1972948
1.04094 1.933259 -0.2377936
0.9504714 1.933259 -0.2461768
0.8630821 1.933259 -0.2213124
0.7905772 1.933259 -0.1665587
0.7427463 1.933259 -0.08931027
0.9732826 1.956168 -5.923253E-10
0.9732826 -0.7347938 -5.923253E-10


// trójk¹ty
triangles_count 928
188 92 44
188 20 92
189 92 8
189 44 92
190 93 44
190 4 93
191 93 20
191 44 93
192 94 45
192 20 94
193 94 5
193 45 94
194 95 45
194 8 95
195 95 20
195 45 95
196 96 46
196 21 96
197 96 8
197 46 96
198 97 46
198 7 97
199 97 21
199 46 97
200 98 47
200 21 98
201 98 4
201 47 98
202 99 47
202 8 99
203 99 21
203 47 99
204 100 48
204 22 100
205 100 9
205 48 100
206 101 48
206 6 101
207 101 22
207 48 101
208 102 49
208 22 102
209 102 7
209 49 102
210 103 49
210 9 103
211 103 22
211 49 103
212 104 50
212 23 104
213 104 9
213 50 104
214 105 50
214 5 105
215 105 23
215 50 105
216 106 51
216 23 106
217 106 6
217 51 106
218 107 51
218 9 107
219 107 23
219 51 107
220 108 52
220 24 108
221 108 10
221 52 108
222 109 52
222 0 109
223 109 24
223 52 109
224 110 53
224 24 110
225 110 1
225 53 110
226 111 53
226 10 111
227 111 24
227 53 111
228 112 54
228 25 112
229 112 10
229 54 112
230 113 54
230 4 113
231 113 25
231 54 113
232 114 55
232 25 114
233 114 0
233 55 114
234 115 55
234 10 115
235 115 25
235 55 115
236 116 56
236 26 116
237 116 11
237 56 116
238 117 56
238 5 117
239 117 26
239 56 117
240 118 57
240 26 118
241 118 4
241 57 118
242 119 57
242 11 119
243 119 26
243 57 119
244 120 58
244 27 120
245 120 11
245 58 120
246 121 58
246 1 121
247 121 27
247 58 121
248 122 59
248 27 122
249 122 5
249 59 122
250 123 59
250 11 123
251 123 27
251 59 123
252 124 60
252 28 124
253 124 12
253 60 124
254 125 60
254 1 125
255 125 28
255 60 125
256 126 61
256 28 126
257 126 2
257 61 126
258 127 61
258 12 127
259 127 28
259 61 127
260 128 62
260 29 128
261 128 12
261 62 128
262 129 62
262 5 129
263 129 29
263 62 129
264 130 63
264 29 130
265 130 1
265 63 130
266 131 63
266 12 131
267 131 29
267 63 131
268 132 64
268 30 132
269 132 13
269 64 132
270 133 64
270 6 133
271 133 30
271 64 133
272 134 65
272 30 134
273 134 5
273 65 134
274 135 65
274 13 135
275 135 30
275 65 135
276 136 66
276 31 136
277 136 13
277 66 136
278 137 66
278 2 137
279 137 31
279 66 137
280 138 67
280 31 138
281 138 6
281 67 138
282 139 67
282 13 139
283 139 31
283 67 139
284 140 68
284 32 140
285 140 14
285 68 140
286 141 68
286 2 141
287 141 32
287 68 141
288 142 69
288 32 142
289 142 3
289 69 142
290 143 69
290 14 143
291 143 32
291 69 143
292 144 70
292 33 144
293 144 14
293 70 144
294 145 70
294 6 145
295 145 33
295 70 145
296 146 71
296 33 146
297 146 2
297 71 146
298 147 71
298 14 147
299 147 33
299 71 147
300 148 72
300 34 148
301 148 15
301 72 148
302 149 72
302 7 149
303 149 34
303 72 149
304 150 73
304 34 150
305 150 6
305 73 150
306 151 73
306 15 151
307 151 34
307 73 151
308 152 74
308 35 152
309 152 15
309 74 152
310 153 74
310 3 153
311 153 35
311 74 153
312 154 75
312 35 154
313 154 7
313 75 154
314 155 75
314 15 155
315 155 35
315 75 155
316 156 76
316 36 156
317 156 16
317 76 156
318 157 76
318 3 157
319 157 36
319 76 157
320 158 77
320 36 158
321 158 0
321 77 158
322 159 77
322 16 159
323 159 36
323 77 159
324 160 78
324 37 160
325 160 16
325 78 160
326 161 78
326 7 161
327 161 37
327 78 161
328 162 79
328 37 162
329 162 3
329 79 162
330 163 79
330 16 163
331 163 37
331 79 163
332 164 80
332 38 164
333 164 17
333 80 164
334 165 80
334 4 165
335 165 38
335 80 165
336 166 81
336 38 166
337 166 7
337 81 166
338 167 81
338 17 167
339 167 38
339 81 167
340 168 82
340 39 168
341 168 17
341 82 168
342 169 82
342 0 169
343 169 39
343 82 169
344 170 83
344 39 170
345 170 4
345 83 170
346 171 83
346 17 171
347 171 39
347 83 171
348 172 84
348 40 172
349 172 18
349 84 172
350 173 84
350 1 173
351 173 40
351 84 173
352 174 85
352 40 174
353 174 0
353 85 174
354 175 85
354 18 175
355 175 40
355 85 175
356 176 86
356 41 176
357 176 18
357 86 176
358 177 86
358 2 177
359 177 41
359 86 177
360 178 87
360 41 178
361 178 1
361 87 178
362 179 87
362 18 179
363 179 41
363 87 179
364 180 88
364 42 180
365 180 19
365 88 180
366 181 88
366 3 181
367 181 42
367 88 181
368 182 89
368 42 182
369 182 2
369 89 182
370 183 89
370 19 183
371 183 42
371 89 183
372 184 90
372 43 184
373 184 19
373 90 184
374 185 90
374 0 185
375 185 43
375 90 185
376 186 91
376 43 186
377 186 3
377 91 186
378 187 91
378 19 187
379 187 43
379 91 187
380 398 381
380 397 398
381 399 382
381 398 399
382 400 383
382 399 400
383 401 384
383 400 401
384 402 385
384 401 402
385 403 386
385 402 403
386 404 387
386 403 404
387 405 388
387 404 405
388 406 389
388 405 406
389 407 390
389 406 407
390 408 391
390 407 408
391 409 392
391 408 409
392 410 393
392 409 410
393 411 394
393 410 411
394 412 395
394 411 412
395 413 396
395 412 413
396 397 380
396 413 397
397 415 398
397 414 415
398 416 399
398 415 416
399 417 400
399 416 417
400 418 401
400 417 418
401 419 402
401 418 419
402 420 403
402 419 420
403 421 404
403 420 421
404 422 405
404 421 422
405 423 406
405 422 423
406 424 407
406 423 424
407 425 408
407 424 425
408 426 409
408 425 426
409 427 410
409 426 427
410 428 411
410 427 428
411 429 412
411 428 429
412 430 413
412 429 430
413 414 397
413 430 414
414 432 415
414 431 432
415 433 416
415 432 433
416 434 417
416 433 434
417 435 418
417 434 435
418 436 419
418 435 436
419 437 420
419 436 437
420 438 421
420 437 438
421 439 422
421 438 439
422 440 423
422 439 440
423 441 424
423 440 441
424 442 425
424 441 442
425 443 426
425 442 443
426 444 427
426 443 444
427 445 428
427 444 445
428 446 429
428 445 446
429 447 430
429 446 447
430 431 414
430 447 431
431 449 432
431 448 449
432 450 433
432 449 450
433 451 434
433 450 451
434 452 435
434 451 452
435 453 436
435 452 453
436 454 437
436 453 454
437 455 438
437 454 455
438 456 439
438 455 456
439 457 440
439 456 457
440 458 441
440 457 458
441 459 442
441 458 459
442 460 443
442 459 460
443 461 444
443 460 461
444 462 445
444 461 462
445 463 446
445 462 463
446 464 447
446 463 464
447 448 431
447 464 448
448 466 449
448 465 466
449 467 450
449 466 467
450 468 451
450 467 468
451 469 452
451 468 469
452 470 453
452 469 470
453 471 454
453 470 471
454 472 455
454 471 472
455 473 456
455 472 473
456 474 457
456 473 474
457 475 458
457 474 475
458 476 459
458 475 476
459 477 460
459 476 477
460 478 461
460 477 478
461 479 462
461 478 479
462 480 463
462 479 480
463 481 464
463 480 481
464 465 448
464 481 465
